Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Information Ratio,N Months
0.1874,0.2949,0.4152,0.4731,-0.4429,0.4232,0.3383,89
